"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckglm0mg5""","Link","Budget","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Budget","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck4qa0d5v""","Link","Accounting Dimension","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Accounting Dimension","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ncknsn2qaa""","Link","Cost Center Allocation","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Cost Center Allocation","","Cost Center","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckvq2p4kk""","Link","Budget Variance Report","2020-03-02 15:41:59.515192","Administrator","","",0,"Report","Budget Variance Report","","Cost Center","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ncko0o2v1n""","Link","Monthly Distribution","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Monthly Distribution","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckapetat7""","Card Break","Opening and Closing","2020-03-02 15:41:59.515192","Administrator","","",0,"","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ncknq53bej""","Link","Opening Invoice Creation Tool","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Opening Invoice Creation Tool","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck5radunp""","Link","Chart of Accounts Importer","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Chart of Accounts Importer","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck0gckale""","Link","Period Closing Voucher","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Period Closing Voucher","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ncksf5b2ia""","Card Break","Banking","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckoqah530""","Link","Bank","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Bank","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckq06q182""","Link","Bank Account","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Bank Account","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck2m8stiq""","Link","Bank Clearance","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Bank Clearance","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckgsjuehi""","Link","Bank Reconciliation Tool","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Bank Reconciliation Tool","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckso05ph8""","Link","Bank Reconciliation Statement","2020-03-02 15:41:59.515192","Administrator","","",0,"Report","Bank Reconciliation Statement","","GL Entry","",0,1,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckq5t4ehr""","Link","Plaid Settings","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Plaid Settings","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck2bc7bdq""","Card Break","Tax Masters","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck1hck8ka""","Link","Sales Taxes and Charges Template","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Sales Taxes and Charges Template","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck6muko93""","Link","Purchase Taxes and Charges Template","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Purchase Taxes and Charges Template","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckskct6gk""","Link","Item Tax Template","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Item Tax Template","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckbttpnri""","Link","Tax Category","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Tax Category","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckgdvgvn8""","Link","Tax Rule","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Tax Rule","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckue5uj6h""","Link","Tax Withholding Category","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Tax Withholding Category","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckoue40qh""","Link","Lower Deduction Certificate","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Lower Deduction Certificate","","","India",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ncksbfu7hg""","Card Break","Accounting Masters","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck4tmek3q""","Link","Company","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Company","","","",1,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck1umolpc""","Link","Chart of Accounts","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Account","","","",1,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckar43i23""","Link","Accounts Settings","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Accounts Settings","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""ncktl90fc2""","Link","Fiscal Year","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Fiscal Year","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckuih0ie9""","Link","Accounting Dimension","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Accounting Dimension","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nckos74duj""","Link","Finance Book","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Finance Book","","","",0,0,"","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","""nck7a78fhi""","Link","Accounting Period","2020-03-02 15:41:59.515192","Administrator","","",0,"DocType","Accounting Period","","","",0,0,"","","","","","","","","","","","","","","","","",""
